nome,amloc,foc
AbstractAotMojo.java,55,5
ClientHttpRequestFactories.java,142,7
FlywayAutoConfiguration.java,260,5
ModifiedClassPathClassLoader.java,67,5
SampleApplication.java,141,6
TaskExecutionAutoConfiguration.java,54,5
TaskExecutorConfigurations.java,227,6
package-info.java,102,6
